121.29	31.14	2761.86134	8
116.24	39.55	2070.6584	8
113.14	23.08	1627.55896	7
114.07	22.33	1524.56248	6
120.37	31.19	1292.8204	5
117.12	39.02	1163.53836	5
106.33	29.35	935.01492	4
120.1	30.16	922.94502	6
120.18	31.34	901.2192	6
120.18	36.03	860.18154	5
113.06	23.02	785.07994	5
121.33	29.52	768.18208	5
118.46	32.03	744.04228	5
104.04	30.4	737.605	5
113.45	23.02	703.80928	4
114.17	30.35	694.6898	4
121.36	38.55	688.78896	4
123.25	41.48	665.99026	4
121.24	37.32	644.26444	4
118.11	39.36	633.53564	4
117	36.4	586.0607	4
126.36	45.44	561.65268	4
114.3	38.02	553.60608	4
113.4	34.46	536.97644	3
125.19	43.54	518.73748	3
118.36	24.56	509.88622	3
120.39	28.01	491.91548	3
112.59	28.12	480.38202	3
120.51	32.01	471.53076	3
119.06	36.43	461.60662	3
120.34	30	450.07316	3
119.18	26.05	445.2452	3
118.03	36.48	441.2219	3
125.01	46.36	433.97996	3
119.58	31.47	418.4232	3
121.27	28.41	393.61285	3
116.33	35.23	390.555142	3
118.3	37.27	388.999466	3
108.57	34.17	388.919	3
118.2	35.03	376.8491	3
117.11	34.15	375.508	3
122.07	37.31	367.19318	3
120.45	30.46	360.21946	3
114.28	36.36	358.87836	2
112.27	34.41	357.26904	2
116.52	38.18	343.85804	2
119.39	29.07	329.64238	2
102.42	25.04	322.66866	2
112.32	33	322.13222	2
115.3	38.51	317.8407	2
115.55	28.4	317.8407	2
120.08	33.22	314.89028	2
118.06	24.27	311.67164	2
123	41.07	311.1352	2
119.26	32.23	295.31022	2
117.17	31.52	288.06828	2
113.22	22.31	277.33948	2
119.27	32.11	274.9255	2
117.08	36.11	271.43864	2
109.49	40.39	270.9022	2
121.03	32.3	269.02466	2
116.17	37.26	269.02466	2
112.33	37.54	268.22	2
114.22	23.05	250.24926	2
110.53	21.4	249.4446	2
113.04	22.35	247.03062	2
111.41	40.48	241.398	2
108.19	22.48	231.20564	2
115.57	36.26	225.3048	3
118.02	37.22	222.35438	3
120.11	50.13	214.576	3
114.3	37.04	211.8938	3
110.24	21.11	206.5294	3
120.06	30.52	204.11542	3
117.33	34.52	203.31076	3
113.34	22.17	201.165	3
116.41	23.22	198.75102	3
113.06	29.22	196.87348	3
126.33	43.52	194.4595	3
111.51	29.02	194.19128	3
116.7	39.53	193.1184	3
117.39	24.31	192.31374	3
113.49	34.01	192.31374	3
113.12	35.14	187.48578	3
111.3	30.7	186.4129	3
114.38	33.37	181.85316	3
112.08	32.02	181.0485	3
112.37	26.53	180.24384	3
113.17	33.44	180.24384	3
87.36	43.45	175.41588	2
119.09	33.3	174.87944	2
115.38	34.26	173.53834	2
114.21	36.06	173.0019	2
103.51	36.04	171.12436	2
113.52	35.18	169.78326	2
110.17	25.17	168.17394	2
109.24	23.19	166.02818	2
113.09	27.51	162.2731	2
106.42	26.35	161.73666	2
111.31	36.05	158.78624	2
114.04	32.07	157.17692	2
114.01	32.58	153.15362	2
104.42	31.3	150.47142	2
115.42	37.44	147.25278	2
113.02	25.46	146.44812	2
104.22	31.09	144.57058	2
115.26	35.14	144.30236	2
103.48	25.3	144.03414	2
119.17	34.6	141.35194	2
112.27	23.03	141.08372	2
122.03	41.07	137.59686	2
115.58	29.43	135.71932	2
119.32	35.23	135.4511	2
117.02	30.31	133.03712	2
116.21	22.32	130.89136	2
108.43	34.2	129.81848	2
118.22	31.19	128.7456	2
107.09	34.22	127.94094	2
84.51	45.36	126.86806	2
114.21	34.47	126.59984	2
123.57	47.2	126.59984	2
124.49	45.11	126.0634	2
121.09	41.07	123.91764	2
113.06	36.11	123.3812	2
122.13	40.39	122.764294	2
123.54	41.51	122.71065	2
115.01	35.44	122.30832	2
109.28	36.35	121.50366	2
117.36	26.13	121.23544	2
117.01	25.06	120.43078	2
118.58	42.17	118.28502	2
114.23	27.47	118.0168	2
112.1	30.3	117.48036	2
109.77	38.3	116.94392	2
104.57	29.77	114.79816	2
119.01	24.26	113.45706	2
112.53	27.52	113.18884	2
118.18	33.58	112.6524	2
111.37	26.13	112.11596	2
122.16	43.37	111.3113	2
118.28	31.43	111.3113	2
113.01	23.42	111.04308	2
102.32	24.22	110.77486	2
110.09	22.38	110.77486	2
111.2	34.77	110.50664	2
111.5	27.27	109.9702	2
113.54	30.56	108.36088	2
115.06	30.12	107.55622	2
107.29	31.14	107.288	2
106.04	30.49	106.48334	2
